ftv64.atsp;12579;;2051;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12551;;2051;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12437;;2045;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12452;;1992;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12411;;2045;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12484;;2051;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12441;;2046;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12505;;2077;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12476;;2051;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12512;;2053;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12454;;2051;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12541;;2046;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12500;;2046;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12505;;2006;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12493;;2024;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12513;;2008;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12535;;2051;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12479;;2020;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;12759;;2045;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
ftv64.atsp;13040;;2051;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
