ftv64.atsp;60670;;1928;20;20;20;20;20;20;20;20;
ftv64.atsp;61681;;1875;20;20;20;20;20;20;20;20;
ftv64.atsp;61027;;1919;20;20;20;20;20;20;20;20;
ftv64.atsp;60480;;1912;20;20;20;20;20;20;20;20;
ftv64.atsp;61023;;1875;20;20;20;20;20;20;20;20;
ftv64.atsp;61244;;1903;20;20;20;20;20;20;20;20;
ftv64.atsp;61363;;1875;20;20;20;20;20;20;20;20;
ftv64.atsp;61575;;1928;20;20;20;20;20;20;20;20;
ftv64.atsp;61018;;1905;20;20;20;20;20;20;20;20;
ftv64.atsp;61332;;1928;20;20;20;20;20;20;20;20;
ftv64.atsp;61218;;1938;20;20;20;20;20;20;20;20;
ftv64.atsp;61970;;1928;20;20;20;20;20;20;20;20;
ftv64.atsp;60867;;1921;20;20;20;20;20;20;20;20;
ftv64.atsp;61576;;1933;20;20;20;20;20;20;20;20;
ftv64.atsp;61240;;1940;20;20;20;20;20;20;20;20;
ftv64.atsp;61220;;1875;20;20;20;20;20;20;20;20;
ftv64.atsp;61689;;1928;20;20;20;20;20;20;20;20;
ftv64.atsp;60974;;1938;20;20;20;20;20;20;20;20;
ftv64.atsp;61817;;1905;20;20;20;20;20;20;20;20;
ftv64.atsp;60721;;1928;20;20;20;20;20;20;20;20;
