ftv55.atsp;10204;;1762;20;20;
ftv55.atsp;10151;;1770;20;20;
ftv55.atsp;10253;;1740;20;20;
ftv55.atsp;10143;;1695;20;20;
ftv55.atsp;10205;;1740;20;20;
ftv55.atsp;10165;;1755;20;20;
ftv55.atsp;10236;;1771;20;20;
ftv55.atsp;10190;;1747;20;20;
ftv55.atsp;10294;;1747;20;20;
ftv55.atsp;10106;;1762;20;20;
ftv55.atsp;10216;;1762;20;20;
ftv55.atsp;10125;;1750;20;20;
ftv55.atsp;10215;;1771;20;20;
ftv55.atsp;10139;;1679;20;20;
ftv55.atsp;10190;;1762;20;20;
ftv55.atsp;10192;;1732;20;20;
ftv55.atsp;10175;;1780;20;20;
ftv55.atsp;10134;;1747;20;20;
ftv55.atsp;10279;;1761;20;20;
ftv55.atsp;10136;;1679;20;20;
