ftv47.atsp;30625;;1853;20;20;20;20;20;20;20;20;
ftv47.atsp;30782;;1819;20;20;20;20;20;20;20;20;
ftv47.atsp;30628;;1819;20;20;20;20;20;20;20;20;
ftv47.atsp;30577;;1819;20;20;20;20;20;20;20;20;
ftv47.atsp;30596;;1860;20;20;20;20;20;20;20;20;
ftv47.atsp;30506;;1819;20;20;20;20;20;20;20;20;
ftv47.atsp;30817;;1819;20;20;20;20;20;20;20;20;
ftv47.atsp;30482;;1832;20;20;20;20;20;20;20;20;
ftv47.atsp;30708;;1819;20;20;20;20;20;20;20;20;
ftv47.atsp;30612;;1819;20;20;20;20;20;20;20;20;
ftv47.atsp;30662;;1819;20;20;20;20;20;20;20;20;
ftv47.atsp;30569;;1819;20;20;20;20;20;20;20;20;
ftv47.atsp;30782;;1819;20;20;20;20;20;20;20;20;
ftv47.atsp;30528;;1860;20;20;20;20;20;20;20;20;
ftv47.atsp;30436;;1814;20;20;20;20;20;20;20;20;
ftv47.atsp;30568;;1853;20;20;20;20;20;20;20;20;
ftv47.atsp;30700;;1853;20;20;20;20;20;20;20;20;
ftv47.atsp;30742;;1860;20;20;20;20;20;20;20;20;
ftv47.atsp;30504;;1896;20;20;20;20;20;20;20;20;
ftv47.atsp;30544;;1819;20;20;20;20;20;20;20;20;
ftv47.atsp;30968;;1860;21;21;21;21;21;20;20;21;
ftv47.atsp;31290;;1859;21;21;21;21;21;21;21;21;
ftv47.atsp;30540;;1861;20;21;21;20;20;21;20;20;
ftv47.atsp;31018;;1860;21;21;20;21;21;21;20;21;
ftv47.atsp;30614;;1819;20;21;21;21;20;20;20;20;
ftv47.atsp;30208;;1853;20;20;20;20;20;20;20;20;
ftv47.atsp;31920;;1856;21;20;21;21;21;21;20;21;
ftv47.atsp;30806;;1819;20;20;20;20;19;19;19;20;
ftv47.atsp;30571;;1819;21;20;20;21;21;20;20;20;
ftv47.atsp;31003;;1860;21;20;20;21;21;21;21;21;
ftv47.atsp;30784;;1853;21;21;20;20;20;21;21;21;
ftv47.atsp;30871;;1853;21;21;21;20;21;20;21;20;
ftv47.atsp;30879;;1856;20;21;21;21;20;21;20;21;
ftv47.atsp;30501;;1860;20;20;20;20;20;20;21;21;
ftv47.atsp;30851;;1819;20;21;20;21;20;21;21;21;
ftv47.atsp;30986;;1859;21;20;21;20;21;21;21;21;
ftv47.atsp;30684;;1860;21;20;21;20;21;20;20;21;
ftv47.atsp;30494;;1897;21;20;20;20;21;20;20;20;
ftv47.atsp;30497;;1819;20;21;20;20;20;20;20;21;
ftv47.atsp;31005;;1858;20;21;21;21;21;21;20;21;
