ftv55.atsp;60365;;1716;121;121;
ftv55.atsp;60113;;1716;125;125;
ftv55.atsp;60145;;1713;125;125;
ftv55.atsp;60026;;1716;125;125;
ftv55.atsp;60118;;1725;125;125;
ftv55.atsp;60140;;1725;125;125;
ftv55.atsp;60136;;1716;125;125;
ftv55.atsp;60133;;1716;125;125;
ftv55.atsp;60263;;1716;126;125;
ftv55.atsp;60188;;1716;125;125;
ftv55.atsp;60246;;1654;125;125;
ftv55.atsp;60225;;1679;125;125;
ftv55.atsp;60358;;1630;125;125;
ftv55.atsp;60322;;1679;125;125;
ftv55.atsp;60127;;1654;125;125;
ftv55.atsp;60056;;1716;125;125;
ftv55.atsp;60051;;1713;125;125;
ftv55.atsp;60278;;1716;125;125;
ftv55.atsp;60187;;1716;125;126;
ftv55.atsp;60131;;1740;125;125;
