ftv64.atsp;30411;;1938;20;20;20;20;
ftv64.atsp;30387;;1938;20;20;20;20;
ftv64.atsp;30731;;1935;19;19;19;19;
ftv64.atsp;31195;;1938;21;21;21;21;
ftv64.atsp;30176;;1938;20;20;20;20;
ftv64.atsp;30987;;1875;21;21;21;20;
ftv64.atsp;30275;;1938;20;20;20;20;
ftv64.atsp;30210;;1938;20;20;20;20;
ftv64.atsp;30470;;1928;20;20;21;20;
ftv64.atsp;30247;;1938;20;20;20;20;
ftv64.atsp;30398;;1932;20;20;21;20;
ftv64.atsp;30140;;1905;20;20;20;20;
ftv64.atsp;30900;;1938;20;21;21;21;
ftv64.atsp;30198;;1938;20;20;20;20;
ftv64.atsp;30224;;1938;20;20;20;20;
ftv64.atsp;30141;;1928;20;20;20;20;
ftv64.atsp;30183;;1938;20;20;20;20;
ftv64.atsp;31274;;1903;21;21;21;21;
ftv64.atsp;30318;;1905;20;20;20;20;
ftv64.atsp;31250;;1936;21;21;21;21;
