ftv47.atsp;30126;;1861;167;
ftv47.atsp;30056;;1819;166;
ftv47.atsp;30009;;1819;166;
ftv47.atsp;30040;;1829;167;
ftv47.atsp;30092;;1860;167;
ftv47.atsp;30188;;1819;167;
ftv47.atsp;30076;;1864;166;
ftv47.atsp;30029;;1860;165;
ftv47.atsp;30027;;1860;166;
ftv47.atsp;30171;;1935;167;
ftv47.atsp;30087;;1877;167;
ftv47.atsp;30010;;1944;166;
ftv47.atsp;30091;;1910;167;
ftv47.atsp;30061;;1920;166;
ftv47.atsp;30161;;1791;167;
ftv47.atsp;30133;;1911;167;
ftv47.atsp;30040;;1863;166;
ftv47.atsp;30088;;1912;167;
ftv47.atsp;30027;;1838;166;
ftv47.atsp;30166;;1901;167;
ftv47.atsp;30085;;1819;169;
ftv47.atsp;30153;;1863;170;
ftv47.atsp;30060;;1869;170;
ftv47.atsp;30130;;1819;170;
ftv47.atsp;30005;;1889;169;
ftv47.atsp;30104;;1870;170;
ftv47.atsp;30133;;1904;170;
ftv47.atsp;30037;;1819;169;
ftv47.atsp;30080;;1864;155;
ftv47.atsp;30127;;1895;170;
ftv47.atsp;30124;;1865;170;
ftv47.atsp;30063;;1871;170;
ftv47.atsp;30125;;1885;170;
ftv47.atsp;30090;;1877;170;
ftv47.atsp;30080;;1914;170;
ftv47.atsp;30054;;1861;170;
ftv47.atsp;30083;;1901;169;
ftv47.atsp;30067;;1819;169;
ftv47.atsp;30126;;1870;169;
ftv47.atsp;30160;;1889;170;
