ftv47.atsp;60806;;1819;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;61099;;1819;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;60834;;1819;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;61138;;1819;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;61095;;1819;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;61226;;1814;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;60883;;1819;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;60930;;1860;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;60496;;1853;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;
ftv47.atsp;61001;;1853;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;61090;;1819;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;60952;;1819;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;60850;;1819;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;61080;;1819;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;60980;;1819;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;61195;;1819;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;61218;;1819;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;61277;;1819;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;61705;;1819;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
ftv47.atsp;61254;;1777;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
