ftv64.atsp;34813;;1962;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;
ftv64.atsp;35046;;1964;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;
ftv64.atsp;34905;;1962;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;
ftv64.atsp;34654;;1962;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;
ftv64.atsp;34770;;1921;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;
ftv64.atsp;34831;;1957;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;
ftv64.atsp;34724;;1966;5;5;5;4;5;5;5;5;5;5;5;4;5;5;5;5;
ftv64.atsp;34953;;1948;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;
ftv64.atsp;34605;;1964;5;5;5;5;4;5;5;4;5;5;5;5;5;5;5;5;
ftv64.atsp;35145;;1923;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;
ftv64.atsp;34727;;1962;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;
ftv64.atsp;34726;;1962;5;5;5;5;5;5;5;5;5;5;5;4;5;5;4;5;
ftv64.atsp;34461;;1962;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;4;
ftv64.atsp;34891;;1962;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;
ftv64.atsp;34777;;1962;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;
ftv64.atsp;35092;;1948;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;
ftv64.atsp;34346;;1961;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;
ftv64.atsp;34013;;1962;5;5;5;5;5;5;4;5;4;5;5;5;4;5;5;4;
ftv64.atsp;31828;;1980;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
ftv64.atsp;34727;;1939;5;5;5;4;5;5;4;5;5;5;5;5;5;5;5;5;
