ftv47.atsp;10234;;1860;27;27;
ftv47.atsp;10019;;1864;26;26;
ftv47.atsp;10299;;1819;27;27;
ftv47.atsp;10330;;1949;27;27;
ftv47.atsp;10162;;1897;27;26;
ftv47.atsp;10148;;1877;26;27;
ftv47.atsp;10169;;1877;27;26;
ftv47.atsp;10161;;1858;27;26;
ftv47.atsp;10164;;1877;26;27;
ftv47.atsp;10342;;1897;27;27;
ftv47.atsp;10006;;1895;26;26;
ftv47.atsp;10185;;1860;26;27;
ftv47.atsp;10313;;1869;27;27;
ftv47.atsp;10128;;1877;25;25;
ftv47.atsp;10109;;1896;27;27;
ftv47.atsp;10166;;1877;27;27;
ftv47.atsp;10180;;1863;27;27;
ftv47.atsp;10167;;1853;27;27;
ftv47.atsp;10153;;1883;27;27;
ftv47.atsp;10151;;1859;27;27;
ftv47.atsp;10128;;1914;27;27;
ftv47.atsp;10162;;1930;27;28;
ftv47.atsp;10130;;1919;27;27;
ftv47.atsp;10082;;1819;27;27;
ftv47.atsp;10158;;1860;27;27;
ftv47.atsp;10081;;1859;27;27;
ftv47.atsp;10173;;1832;27;27;
ftv47.atsp;10085;;1896;27;27;
ftv47.atsp;10149;;1860;27;27;
ftv47.atsp;10031;;1860;27;27;
ftv47.atsp;10165;;1916;27;26;
ftv47.atsp;10174;;1910;27;28;
ftv47.atsp;10267;;1860;26;26;
ftv47.atsp;10281;;1897;28;28;
ftv47.atsp;10321;;1897;28;28;
ftv47.atsp;10143;;1860;28;27;
ftv47.atsp;10044;;1847;27;27;
ftv47.atsp;10328;;1858;28;28;
ftv47.atsp;10154;;1902;28;27;
ftv47.atsp;10310;;1819;28;28;
