ftv64.atsp;60824;;1875;41;41;41;41;
ftv64.atsp;60508;;1938;40;40;40;40;
ftv64.atsp;60721;;1905;41;41;41;41;
ftv64.atsp;60331;;1928;41;41;41;41;
ftv64.atsp;60728;;1938;41;41;41;41;
ftv64.atsp;60608;;1938;41;41;41;41;
ftv64.atsp;60870;;1937;41;41;41;41;
ftv64.atsp;60956;;1938;41;41;41;41;
ftv64.atsp;61062;;1938;41;41;41;41;
ftv64.atsp;60767;;1938;41;41;41;41;
ftv64.atsp;60453;;1938;41;41;41;41;
ftv64.atsp;60743;;1938;41;41;41;41;
ftv64.atsp;60550;;1938;41;41;41;41;
ftv64.atsp;61083;;1938;41;41;41;41;
ftv64.atsp;60825;;1938;41;41;41;41;
ftv64.atsp;61059;;1928;41;41;41;41;
ftv64.atsp;60770;;1938;41;41;41;41;
ftv64.atsp;60786;;1938;41;41;41;41;
ftv64.atsp;61409;;1905;40;40;40;40;
ftv64.atsp;61292;;1934;41;41;41;41;
