ftv64.atsp;10462;;1960;6;6;6;6;
ftv64.atsp;10527;;1962;6;6;6;6;
ftv64.atsp;10333;;1962;6;6;6;6;
ftv64.atsp;10212;;1962;6;6;6;6;
ftv64.atsp;10240;;1962;6;6;6;6;
ftv64.atsp;10289;;1962;6;6;6;6;
ftv64.atsp;10326;;1961;6;6;6;6;
ftv64.atsp;10352;;1962;6;6;6;6;
ftv64.atsp;10242;;1962;6;6;6;6;
ftv64.atsp;10318;;1960;6;6;6;6;
ftv64.atsp;10243;;1964;6;6;6;6;
ftv64.atsp;10341;;1962;6;6;6;6;
ftv64.atsp;10217;;1939;6;6;6;6;
ftv64.atsp;10432;;1962;6;6;6;6;
ftv64.atsp;10479;;1962;6;6;6;6;
ftv64.atsp;10521;;1962;5;5;5;5;
ftv64.atsp;10910;;1903;6;6;6;6;
ftv64.atsp;10271;;1960;6;6;6;6;
ftv64.atsp;10368;;1960;6;6;6;6;
ftv64.atsp;10265;;1962;6;6;6;6;
