ftv64.atsp;31755;;1938;10;10;10;10;10;10;10;10;
ftv64.atsp;32071;;1938;10;10;10;10;10;10;10;10;
ftv64.atsp;31837;;1948;10;10;10;10;10;10;10;10;
ftv64.atsp;31455;;1922;10;10;10;10;10;10;10;10;
ftv64.atsp;31811;;1927;10;10;10;10;10;10;10;10;
ftv64.atsp;31828;;1925;10;10;10;10;10;10;10;10;
ftv64.atsp;32147;;1938;10;10;10;10;10;10;10;10;
ftv64.atsp;31961;;1938;10;10;10;10;10;10;10;10;
ftv64.atsp;32103;;1938;10;10;10;10;10;10;10;10;
ftv64.atsp;31936;;1956;10;10;10;10;10;10;10;10;
ftv64.atsp;31831;;1925;10;10;10;10;10;10;10;10;
ftv64.atsp;31819;;1938;10;10;10;10;10;10;10;10;
ftv64.atsp;31550;;1938;10;10;10;10;10;10;10;10;
ftv64.atsp;32193;;1938;10;10;10;10;10;10;10;10;
ftv64.atsp;31865;;1919;10;10;10;10;10;10;10;10;
ftv64.atsp;32002;;1938;10;10;10;10;10;10;10;10;
ftv64.atsp;32059;;1938;10;10;10;10;10;10;10;10;
ftv64.atsp;31756;;1938;10;10;10;10;10;10;10;10;
ftv64.atsp;32206;;1927;10;10;10;10;10;10;10;10;
ftv64.atsp;31685;;1938;10;10;10;10;10;10;10;10;
