ftv47.atsp;30610;;1819;41;41;41;41;
ftv47.atsp;30563;;1860;38;38;38;38;
ftv47.atsp;30398;;1819;41;41;41;41;
ftv47.atsp;30358;;1877;41;41;41;41;
ftv47.atsp;30248;;1819;41;41;41;41;
ftv47.atsp;30544;;1860;41;41;41;41;
ftv47.atsp;30289;;1819;41;41;41;41;
ftv47.atsp;30357;;1819;41;41;41;41;
ftv47.atsp;30415;;1864;41;41;41;41;
ftv47.atsp;30454;;1819;41;41;41;41;
ftv47.atsp;30538;;1827;41;41;41;41;
ftv47.atsp;30385;;1794;41;41;41;41;
ftv47.atsp;30445;;1860;41;41;41;41;
ftv47.atsp;30423;;1845;41;41;41;41;
ftv47.atsp;30297;;1860;41;41;41;41;
ftv47.atsp;30323;;1887;41;41;41;41;
ftv47.atsp;30382;;1819;41;41;41;41;
ftv47.atsp;30400;;1819;41;41;41;41;
ftv47.atsp;30384;;1871;41;41;41;41;
ftv47.atsp;30359;;1889;41;41;41;41;
ftv47.atsp;30353;;1877;42;42;42;42;
ftv47.atsp;30372;;1860;42;42;42;42;
ftv47.atsp;30452;;1881;42;42;42;42;
ftv47.atsp;30517;;1819;42;42;42;42;
ftv47.atsp;30459;;1858;42;42;42;42;
ftv47.atsp;30452;;1860;42;42;42;42;
ftv47.atsp;30506;;1871;42;42;42;42;
ftv47.atsp;30513;;1841;42;42;42;42;
ftv47.atsp;30468;;1858;41;42;42;42;
ftv47.atsp;30338;;1819;42;42;42;41;
ftv47.atsp;30596;;1860;42;42;42;42;
ftv47.atsp;30414;;1819;42;42;42;42;
ftv47.atsp;30551;;1886;42;42;42;42;
ftv47.atsp;30425;;1819;42;42;42;42;
ftv47.atsp;30568;;1860;42;42;42;42;
ftv47.atsp;30611;;1819;42;42;42;42;
ftv47.atsp;30393;;1819;42;42;42;42;
ftv47.atsp;30457;;1853;42;42;42;42;
ftv47.atsp;30644;;1819;42;42;42;42;
ftv47.atsp;30600;;1819;42;42;42;42;
