ftv55.atsp;30444;;1679;31;30;31;30;
ftv55.atsp;30144;;1747;30;30;30;30;
ftv55.atsp;30370;;1697;31;30;30;30;
ftv55.atsp;30834;;1679;31;31;31;31;
ftv55.atsp;30499;;1747;31;31;30;30;
ftv55.atsp;30541;;1737;30;30;30;30;
ftv55.atsp;30791;;1713;31;31;31;31;
ftv55.atsp;30751;;1713;31;31;31;31;
ftv55.atsp;30818;;1687;31;31;31;31;
ftv55.atsp;30678;;1703;30;31;31;31;
ftv55.atsp;30712;;1735;31;31;31;31;
ftv55.atsp;30767;;1740;31;31;31;31;
ftv55.atsp;30800;;1684;31;31;31;31;
ftv55.atsp;30093;;1746;30;30;30;30;
ftv55.atsp;30787;;1740;31;31;31;31;
ftv55.atsp;30732;;1747;31;31;31;31;
ftv55.atsp;30722;;1727;31;31;31;31;
ftv55.atsp;30819;;1722;31;31;31;31;
ftv55.atsp;30766;;1732;31;31;31;31;
ftv55.atsp;30555;;1747;24;24;24;24;
